row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Ext_blank.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,10_QC.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,65_QC.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,55_QC.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,9_QC.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,66_QC.mzXML Peak height,21_QC.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,44_QC.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,32_QC.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,
3531,105.0142929559642,26.231667,,,,,,,,,,,0,0,0,0,0,0,0,0,1023.0,0,0,0,0,0,0,0,0,1130.5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.5741,0,0,0,0,0,
3533,71.02233440622888,26.25125,,,,,,,,,,,0,1834.4286,0,0,0,1611.1964,0,0,0,0,0,0,0,0,1789.7427,0,0,0,0,0,0,0,0,0,0,0,0,0,1863.2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3537,71.02775658819992,26.26125,,,,,,,,,,,0,0,0,0,0,0,0,0,1902.3364,0,0,0,0,0,0,0,0,0,0,1936.9924,0,0,0,0,0,0,0,0,0,0,1202.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386.5322,0,0,0,0,0,0,
3559,55.000550235218036,26.349993,,,,,,,,,,,0,0,0,0,5129.1895,0,3871.6394,0,3198.3354,0,2377.966,3232.2632,4720.3486,2476.0125,4301.612,2665.5374,2441.4563,4509.58,4372.9214,0,4588.613,2481.0,4076.8677,0,0,4868.764,3334.756,0,3008.676,4288.378,0,4173.8765,0,3558.6218,3243.3489,2589.0066,0,4596.556,0,4022.0337,0,2654.8005,3739.9878,3046.2346,3206.5427,3054.9014,2927.2683,2635.9153,3900.4998,0,0,0,2864.7683,0,3466.6917,4475.9565,3124.0,
3575,57.018298270778736,26.388334,,,,,,,,,,,0,0,0,2638.3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3246.3098,0,0,0,0,0,0,0,0,0,0,0,2551.2827,0,0,0,0,0,0,
3587,74.00000672007262,26.48622,,,,,,,,,,,79950.72,165759.9,432292.8,118412.516,802521.44,265424.06,564793.8,180995.66,480374.28,404395.84,196387.08,580895.0,654366.6,483148.5,289702.47,334306.53,442097.25,622203.2,666601.7,381236.56,952940.94,300918.28,498397.06,471591.38,853112.25,830210.25,527189.0,802264.44,188402.23,821831.1,207026.97,841442.2,643219.0,632814.1,667999.25,302226.62,139169.05,751399.4,284748.4,517301.2,262661.56,509032.72,505462.4,774853.94,435102.47,650583.6,464501.3,513115.28,697729.1,293413.66,219576.31,470262.53,513614.84,317377.0,611203.06,744237.2,378175.22,
3589,74.00523487773022,26.579287,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2038.4047,0,7030.0,0,6385.0,0,0,0,0,2639.7888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469.1147,0,0,0,0,0,0,0,0,0,0,0,0,3220.0,0,0,0,0,0,0,0,2216.4521,0,0,
3591,74.00102462816484,26.593332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5162.968,0,0,0,0,0,0,0,0,0,0,0,4511.116,0,0,0,0,0,4870.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
3602,58.0091227309066,26.638998,,,,,,,,,,,0,0,0,0,2429.578,0,0,0,0,0,0,0,2335.1694,0,0,0,0,2471.1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200.0962,0,0,0,0,0,0,0,0,0,0,2606.3662,0,0,0,0,0,
3603,57.00191999857381,26.64,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1673.0,0,0,0,2012.6028,0,0,0,0,0,0,0,0,0,0,0,2212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3613,57.005119816439695,26.673334,,,,,,,,,,,0,0,0,0,0,0,0,2796.655,0,0,0,0,0,0,2913.4937,0,0,0,0,0,0,4056.6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3614,59.95517910982975,26.674997,,,,,,,,,,,0,0,2850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828.6074,0,0,0,0,0,0,0,0,0,0,0,3249.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3617,59.95833722144846,26.675,,,,,,,,,,,0,0,0,0,769.0,0,0,0,0,0,0,0,0,0,0,0,1243.0,0,0,1445.7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110.0,0,0,0,0,0,0,0,0,
3623,69.01323054330518,26.682001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1019.97156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322.1935,0,0,0,0,0,0,0,0,0,0,0,1310.2233,0,0,0,0,1277.1213,0,0,0,0,0,0,0,0,0,0,0,0,1231.9022,0,
3624,57.007378886019374,26.682499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2896.6724,0,0,0,0,2937.8865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425.2683,3383.2427,0,0,0,0,0,
3637,138.99990885469384,26.831,,,,,,,,,,,0,1096.0,0,0,0,0,0,0,2851.6038,0,0,0,0,0,0,0,0,0,0,3518.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563.3838,0,0,0,0,1018.0226,0,0,0,
3643,105.00761430528318,26.901426,,,,,,,,,,,0,0,0,0,0,0,0,0,0,894.5868,0,0,1922.8333,0,0,0,0,1871.3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153.0,0,0,0,1090.5132,0,0,0,0,0,0,0,1226.1167,1871.0004,0,0,0,0,0,
3648,277.0505740187152,26.969193,,,,,,,,,,,4524.0,0,4980.0,0,6813.0,1978.863,4743.0,0,3562.7876,3938.4138,0,4828.0,17477.0,6570.0,0,6956.0,10774.0,16464.0,11020.0,2543.8618,5691.0,2385.5718,3619.0,1748.5656,8091.0,10112.0,12571.0,4531.0,0,3164.784,1285.7957,4812.0,5777.0,7739.0,9792.0,5682.0,0,9391.0,2279.9788,3780.0,2719.0,12675.0,4462.8394,11887.0,1480.1406,5135.0,3167.0,6555.0,6538.0,2434.6616,3949.0,11810.0,1884.3125,3647.0,7431.0,9110.0,3120.035,
3664,73.00024550505391,27.053463,,,,,,,,,,,0,0,0,0,15288.435,0,21778.502,0,0,0,0,22115.717,0,0,0,26082.232,0,0,0,0,18241.662,0,33209.457,0,29940.666,0,0,19285.81,0,0,0,0,0,0,0,32404.637,0,0,0,23612.63,33410.387,0,0,0,37433.473,0,33640.94,0,0,0,0,0,0,0,0,0,0,
3676,73.00012791946664,27.103638,,,,,,,,,,,0,0,0,0,0,0,0,62001.0,0,99042.414,52548.77,0,32761.283,0,36444.27,0,0,41785.25,0,0,0,0,0,0,0,0,0,0,51190.0,0,0,0,42821.74,0,0,0,42643.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46592.33,0,0,0,130963.28,0,
3682,101.01407930406438,27.182001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,30636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9651.837,0,0,0,0,0,0,0,0,0,0,0,9790.096,0,0,0,0,0,3009.0,0,3657.0,0,0,0,0,0,0,0,0,0,0,0,
3685,75.00065338925474,27.211664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11787.588,0,0,0,0,0,0,0,0,0,0,10384.644,0,0,0,0,16537.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3703,73.00002425808037,27.26375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182711.2,0,0,0,0,0,0,0,0,0,0,0,167536.94,0,0,0,0,185209.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179231.17,0,0,
3719,69.00039545486176,27.285866,,,,,,,,,,,0,21897.0,12444.0,18889.0,0,0,7001.0,13398.0,20484.0,0,6052.0,0,5081.0,0,6902.0,0,0,5658.0,0,19817.912,9039.0,0,4879.0,18689.0,0,0,0,0,10529.0,0,19561.0,9919.0,8694.0,0,0,6087.0,10743.0,0,0,0,0,0,0,0,18542.0,0,6348.0,0,18812.0,18223.754,4116.0,6914.0,20225.0,19383.213,0,0,23919.0,
3737,73.00001828529884,27.326252,,,,,,,,,,,0,0,0,179930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222684.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237958.55,0,0,0,0,0,0,0,242074.08,
3827,73.00241580891891,27.637499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12298.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9393.154,0,0,0,0,0,0,0,0,0,0,0,11920.831,0,0,0,5995.2573,17268.941,0,0,0,0,0,42244.0,0,0,0,0,0,0,0,0,
3853,79.00738978793399,27.685,,,,,,,,,,,0,0,0,0,0,0,0,0,895.0,0,0,0,659.0,0,0,0,506.0,639.0,0,1022.7754,0,0,0,0,0,0,0,0,0,0,596.0,0,0,0,0,0,0,0,743.0,0,0,0,0,0,0,0,0,0,0,0,634.0,0,0,0,0,0,0,
3892,73.00096399213118,27.7775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848.7227,0,0,0,0,3657.7522,0,0,0,0,0,0,0,0,7385.0,0,0,0,0,0,0,
3920,57.00276353285247,27.8625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4325.4487,0,0,0,0,0,0,0,0,0,0,0,3710.2466,0,0,0,0,0,0,0,4238.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436.6494,0,0,0,0,0,
3924,57.00047031313099,27.866667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6261.6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197.0654,0,8821.3545,
3952,57.00179347791015,27.98316,,,,,,,,,,,0,0,0,0,3332.4417,0,0,0,6824.6294,0,0,3299.652,6804.0,0,0,0,3310.4348,6308.0,16150.0,7558.7256,6520.178,0,0,0,5392.5684,0,0,0,0,0,0,6659.1343,6444.0,0,80687.0,0,0,0,0,0,0,0,4947.2607,0,6593.8877,0,3616.5813,0,6077.585,0,0,6641.0,0,0,0,5142.0,0,
3954,57.0,27.986666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11043.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10473.005,0,12930.853,
3957,73.0012426174906,27.992144,,,,,,,,,,,0,0,0,0,0,0,0,6695.0,0,0,0,0,0,0,0,4100.891,0,0,0,0,0,8863.0,4865.0,0,0,0,0,0,0,0,0,0,0,0,0,5010.5757,4345.691,0,0,0,4284.5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3959,57.00431917217984,27.995832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4089.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685.2095,0,0,0,0,0,0,0,0,0,0,0,2715.22,0,2670.7866,0,3082.518,0,0,0,2153.6084,0,0,0,0,0,0,0,0,0,0,0,
4033,74.00195472573392,28.15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714.597,0,0,0,0,0,0,0,0,0,0,15989.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12999.669,0,0,0,0,
4035,57.00514305204472,28.1525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5815.0,0,0,0,0,5460.0,0,0,0,0,0,0,0,3183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329.379,0,0,0,0,0,
4074,55.00166211402164,28.24375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1872.9696,0,0,0,0,0,0,0,0,0,0,0,0,1910.9454,2061.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.234,0,0,0,0,0,0,0,0,0,0,0,
4126,73.00015429338546,28.373331,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24108.047,0,0,0,37534.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39123.223,0,0,0,0,
4155,55.0007168066737,28.531668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3112.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625.1328,0,0,0,0,0,0,0,0,0,0,0,4565.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4156,55.00053688947503,28.532001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1837.1794,0,1682.5541,0,0,0,0,0,0,0,0,0,0,0,0,1763.7264,2070.0,0,0,0,0,0,0,0,0,0,0,0,1886.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4157,55.0,28.53375,,,,,,,,,,,0,0,0,0,0,0,0,5498.9214,0,0,0,0,0,0,0,0,8295.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11526.129,0,0,0,4389.4814,0,0,0,8861.903,0,0,0,0,0,0,0,0,0,0,0,0,11032.563,5157.293,9748.505,
4159,55.0064873323738,28.538336,,,,,,,,,,,0,0,0,0,2232.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.7479,0,0,0,0,0,0,0,0,0,0,
4161,55.0021010465579,28.54,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3548.0967,0,0,0,0,3472.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4117.062,0,0,0,0,0,0,0,0,0,0,0,0,3185.1902,0,0,0,0,0,
4242,74.00170776270161,28.895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9779.604,9595.519,0,10542.791,0,0,0,0,0,0,11052.167,0,0,0,0,0,0,0,0,0,0,9850.262,0,0,0,0,0,0,0,0,0,0,0,
4244,74.0036859065111,28.898499,,,,,,,,,,,0,0,0,0,0,0,0,0,4751.6753,0,0,0,0,0,0,4329.0444,0,0,0,3927.572,0,4587.0986,0,0,0,0,0,0,0,0,2724.6497,0,0,0,0,3820.6855,0,0,0,0,0,0,0,0,3757.3435,0,0,0,6758.5244,0,0,3976.2034,0,0,0,0,5781.563,
4247,74.00244105024517,28.900002,,,,,,,,,,,0,0,0,0,0,0,8992.851,0,0,0,0,0,0,0,0,0,0,0,0,0,7873.884,0,0,0,0,0,0,0,0,0,0,0,7136.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4248,74.00110304188101,28.900656,,,,,,,,,,,0,0,6516.309,0,0,0,0,0,0,4841.9844,0,8902.233,5636.0986,9274.177,0,0,5684.0923,5356.575,7713.6055,0,0,0,7481.5273,4919.1855,0,0,6927.516,0,0,7910.9463,0,6950.368,0,8742.362,0,0,0,8866.02,0,7538.67,4481.8296,6710.2075,6244.283,0,0,0,7120.045,0,0,0,0,0,5583.416,0,8450.772,9024.152,0,
4343,73.00401589411395,29.4925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237.1533,0,0,0,2971.0442,0,0,0,0,0,0,3312.7454,3609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4357,73.00022642091321,29.563183,,,,,,,,,,,0,77169.6,0,8844.646,0,0,0,0,14519.168,0,0,0,0,0,0,0,0,0,0,17314.336,0,0,0,0,0,0,0,0,0,0,0,0,0,7921.163,26108.967,0,0,0,0,0,0,0,0,0,0,0,0,49432.3,0,0,0,0,16670.07,61253.137,8198.036,0,17072.129,
4374,73.00145989617704,29.706112,,,,,,,,,,,0,0,7700.602,0,0,13615.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089.506,0,0,0,0,9519.529,0,0,7946.2944,0,11129.126,0,0,0,0,0,0,0,0,0,12059.068,0,0,0,14269.105,0,10460.796,0,0,
4376,73.0029155917554,29.708334,,,,,,,,,,,0,0,0,0,0,0,0,5936.39,0,5305.0576,0,0,0,0,4965.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4378,73.00036081235955,29.711153,,,,,,,,,,,0,116981.3,0,20727.92,0,0,0,0,19038.598,0,0,0,0,0,0,0,0,0,22126.375,25395.926,0,12826.682,0,14469.189,0,0,0,0,0,0,15836.757,0,0,0,42550.355,0,0,0,0,0,0,0,0,0,0,0,0,87057.35,0,125682.93,0,0,0,82029.086,0,0,24759.137,
4379,73.00414469036251,29.711668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3745.9526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397.0884,0,0,0,0,3807.2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4382,73.0032339289658,29.730001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3548.0903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870.3357,0,0,0,0,0,0,0,0,0,5774.613,0,0,0,0,0,0,0,0,4370.8,0,0,0,0,0,
4391,55.0017838531955,29.976664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294.9548,0,3756.0,
4434,69.0040779011433,30.58769,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1237.0559,0,1225.0,0,1383.0,0,0,0,0,0,0,1406.0,0,0,0,1289.0,0,0,0,0,0,0,1402.609,0,1343.0,0,0,0,1287.0,1196.0,0,1315.9022,0,0,0,1322.0,0,0,0,0,0,0,0,1422.0834,1209.1442,0,
4435,54.999638376172996,30.6075,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.0,0,0,0,0,0,0,0,0,0,0,0,0,1112.7183,0,1250.0,0,0,0,0,0,0,0,0,0,0,3321.542,
4441,73.00364132422784,30.66875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3511.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348.1648,0,0,0,0,0,0,0,0,0,3935.3152,0,0,0,0,0,0,0,6266.529,
4442,73.00222263935976,30.675,,,,,,,,,,,0,0,0,4760.3945,0,0,0,0,5295.642,0,0,0,0,0,0,0,0,0,5664.4824,6240.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265.865,0,0,0,0,
4445,72.99999999999999,30.698334,,,,,,,,,,,0,24700.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21692.225,0,0,0,16179.387,0,0,0,
4452,67.00000060231801,30.996338,,,,,,,,,,,0,28735.125,161668.0,19396.0,268578.56,73228.92,183258.31,25798.336,153333.34,119607.914,55172.0,195778.48,203261.8,164270.89,83906.85,114062.88,140238.12,181809.89,187189.34,108758.46,106488.36,93849.086,189320.02,134996.25,263433.2,232283.81,191879.3,278701.25,43830.0,240491.86,43394.94,91165.36,186862.55,147937.8,244009.31,101361.0,20075.895,217536.44,74395.73,199803.97,74254.93,161794.95,148051.78,261614.12,36662.7,216646.16,150432.33,182550.66,226925.9,92359.516,55002.0,133959.45,150123.34,81326.0,141947.77,208903.7,85420.0,
4454,97.04404318994031,31.179998,,,,,,,,,,,0,5706.9575,0,0,0,0,0,5084.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5532.0,0,5568.0,0,0,0,0,0,5162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4455,84.01289171115451,31.191797,,,,,,,,,,,0,0,5982.8037,0,14496.189,4798.9976,10070.456,0,10084.644,7558.3906,4802.073,10925.719,9626.985,10901.051,5364.9463,6032.324,6800.8276,9341.45,9860.769,8416.874,10913.921,5028.5474,9573.961,0,12803.242,14530.269,8927.816,0,0,0,0,10370.0,10320.366,0,8685.895,0,0,13722.168,5560.5464,0,6617.0,7827.916,9273.612,16512.404,6036.0,0,0,7954.0,14394.758,0,4855.0,6962.9824,0,5890.5947,0,12982.858,11982.0,
4456,84.01402607236663,31.192001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988.229,0,0,0,0,0,0,0,5854.4497,0,0,0,9730.255,0,0,0,0,0,0,9290.326,0,0,5676.8506,0,0,0,0,0,0,0,
4458,83.04813514272634,31.202,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30758.82,0,0,0,0,0,56674.0,0,0,0,28217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33702.59,0,25487.648,0,0,
4460,79.0023723278638,31.216665,,,,,,,,,,,0,17568.91,0,13617.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28266.348,0,0,0,0,0,24391.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42015.61,0,0,48128.203,
4461,79.0020866072965,31.227499,,,,,,,,,,,0,0,0,0,0,0,0,16463.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85805.914,0,0,0,0,0,0,49023.72,0,0,0,26985.562,0,0,0,0,0,28247.697,0,0,0,82761.47,0,0,
4462,79.0003359318305,31.230341,,,,,,,,,,,0,0,94473.18,0,203511.12,51016.42,145509.78,0,92567.234,69264.45,39658.133,183125.06,129882.805,109046.71,49995.3,74649.81,68232.336,124568.69,86850.86,77016.25,65639.49,59767.336,147434.03,95775.88,151639.75,143185.34,122082.555,145490.28,29869.428,0,0,58029.64,110389.8,0,147639.56,65705.46,0,133790.1,46828.508,147502.97,0,73645.51,87765.95,167661.72,0,201857.42,142602.8,115448.98,132626.47,60456.258,0,92852.1,107072.58,0,0,130198.28,0,
4465,55.00100635126556,31.379002,,,,,,,,,,,0,5891.3687,0,0,0,7071.748,0,5092.4746,0,0,0,7541.929,0,5317.078,5386.9976,5300.954,0,0,0,7552.205,8922.463,0,6188.6562,0,0,0,0,0,3863.493,0,4292.0737,7985.296,0,0,0,5089.5703,0,0,5897.8115,6042.8145,0,0,0,0,5174.4883,0,6415.762,0,0,0,4789.314,0,0,0,0,0,6617.1587,
4466,55.00028361072919,31.381504,,,,,,,,,,,0,0,11566.452,0,13824.097,0,9688.703,0,9118.37,7117.123,0,8002.0,13600.395,0,0,0,9627.335,13307.476,14403.049,0,0,8085.413,0,13290.13,0,14116.904,7671.0474,12748.244,0,0,0,0,0,8797.22,15289.951,0,0,12975.261,0,0,0,10432.354,9282.737,7467.3516,0,8052.5527,0,12885.617,12235.76,8561.24,0,10198.466,14205.906,9061.017,8252.359,12899.723,0,
4467,55.00190842775664,31.382502,,,,,,,,,,,0,0,0,2875.1294,0,0,0,0,0,0,2982.5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3163.796,0,0,0,3543.4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4468,55.0,31.386667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26357.547,0,0,0,0,21120.203,0,0,20552.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
