row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Ext_blank.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,10_QC.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,9_QC.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,65_QC.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,21_QC.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,66_QC.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,32_QC.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,55_QC.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,44_QC.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,
18253,84.02069461573289,47.369125,,,,,,,,,,,0,1716.7836,2143.6501,1902.1576,1951.5214,1809.6107,1920.1249,1531.6534,0,0,0,0,0,0,0,0,0,519.18536,2276.788,0,0,0,0,2675.5332,0,0,0,0,1542.8728,0,0,1737.2714,0,941.7401,0,0,0,0,0,0,2109.4465,0,2249.8784,0,2463.058,2862.204,0,1425.3501,0,1739.2034,1417.6793,3211.9438,0,2049.5706,0,0,2157.406,
2652,84.02073241750887,10.75,,,,,,,,,,,0,0,0,0,784.48676,0,790.6342,0,0,0,0,0,0,0,0,0,852.3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17172,84.02083439454431,46.07643,,,,,,,,,,,0,804.11346,1338.7126,0,872.22656,739.0948,844.373,660.5603,764.3187,748.7983,0,1534.524,0,691.80225,1821.9951,810.6669,834.2213,0,1212.8055,639.5613,1556.9052,962.4064,1486.9281,1037.0726,1144.6476,724.77185,752.12225,664.57794,708.76135,632.85614,583.89014,835.31415,932.2622,624.22296,1160.0715,1336.4482,915.61523,916.75256,813.778,1064.6427,967.7068,530.7022,1353.4181,706.90063,1134.998,1254.2677,1581.1327,747.6348,487.69794,927.8699,675.0454,1222.6698,1176.5208,1531.489,1433.4413,1011.4139,1580.1118,
964,84.02086080447452,5.1934614,,,,,,,,,,,722.19775,0,0,0,0,0,0,0,0,0,0,1047.3838,0,0,0,0,0,900.61096,0,0,0,0,1302.3507,0,0,4752.507,0,0,0,0,0,0,0,0,1664.4482,1452.2488,0,0,0,4186.176,0,1433.2805,0,2727.4346,0,0,1121.7319,0,1113.0481,0,0,0,0,0,0,6144.907,0,
10566,84.02102030725563,28.385,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.4923,0,0,0,0,0,0,0,637.4551,0,0,0,742.61523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8566,84.02104265833702,26.059822,,,,,,,,,,,752.81757,1656.6244,1590.968,1953.6293,1632.693,1368.3721,1674.2946,1369.9036,1951.54,1287.698,1211.0883,2143.7097,11940.018,1541.1163,1612.8389,1395.1409,6699.693,1542.4462,2505.9106,1329.368,2029.2511,2073.817,1875.7391,1968.4243,2326.8938,1417.54,1570.1761,1575.6368,1527.632,1473.6757,1539.1154,1975.3975,1792.1416,3936.8003,3464.599,2621.287,2067.5461,1972.0421,6089.9727,1558.7623,1783.8636,2391.9067,1850.6293,2445.6,1766.5632,3729.1738,1962.9052,1527.9843,2509.5938,1833.3292,1247.1722,3269.9443,2670.728,1808.3812,2047.5204,1986.8196,1569.759,
18335,84.02114166224682,47.462498,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5712.498,0,0,0,4857.7793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962.487,0,0,0,4417.347,0,0,852.5933,0,0,0,0,0,0,921.6623,0,0,0,0,0,0,0,0,
10648,84.02119416733667,28.533998,,,,,,,,,,,0,0,0,2386.8062,0,0,0,0,1594.0117,0,0,1126.5527,0,0,3101.8774,0,0,0,2453.9973,700.0556,4219.563,3360.3577,1025.2344,0,0,906.78094,0,959.82117,0,0,0,2057.3867,0,2565.0898,0,0,3634.858,759.0631,0,993.56226,0,1546.3314,0,1642.1344,0,9022.397,1124.833,568.52106,1635.4155,0,0,7535.4224,0,0,4013.974,1326.9984,0,
17039,84.02132735073327,45.87375,,,,,,,,,,,0,0,0,0,0,0,0,0,784.99414,0,0,0,0,0,1196.5515,0,0,0,0,0,988.0742,766.05786,0,0,0,0,0,0,0,0,0,902.3171,0,0,0,0,735.8843,0,0,843.1275,0,471.27493,0,0,0,961.90686,1091.7561,0,0,0,0,1012.16705,0,0,867.8758,0,0,
17896,84.02157131629566,47.072075,,,,,,,,,,,0,0,1017.98596,0,893.3498,849.4387,0,628.27234,899.9088,0,0,1596.6669,626.4861,707.8078,0,931.56165,0,0,1041.8702,0,0,972.07355,1581.49,918.64136,1113.1578,832.4472,777.4211,841.55865,678.7169,729.899,630.76495,0,911.2292,0,1044.2256,1295.0876,903.0079,0,0,0,964.9065,538.42334,949.92316,827.98956,1127.0127,1003.41516,1646.3822,0,566.9294,0,705.87024,1067.711,0,978.3632,874.6097,0,0,
10399,84.02567331170471,28.259708,,,,,,,,,,,0,0,0,0,0,681.9216,0,0,0,0,519.29913,841.6509,963.62604,0,0,0,1097.5983,492.01373,0,659.0971,0,0,0,0,721.4851,0,0,0,0,545.184,0,0,0,684.3789,0,1014.70026,0,0,991.3616,739.8941,0,503.4168,0,613.15857,0,0,0,568.45966,513.65155,0,0,0,0,0,0,0,0,
1308,84.02170037635308,6.1245456,,,,,,,,,,,0,1430.4753,0,978.5675,1292.5201,0,924.9238,1018.49493,0,0,0,798.9503,1179.0363,934.70874,0,0,2133.56,0,1083.5028,0,0,0,834.0268,1022.5515,928.54364,0,0,0,0,0,0,1366.7035,867.50574,0,0,1026.2223,0,0,2010.3273,758.08075,0,467.2406,0,0,0,1287.6234,0,0,0,0,0,1417.1445,1091.0988,0,0,0,0,
17321,84.02212198342801,46.295013,,,,,,,,,,,0,0,948.5953,0,762.6731,792.322,0,643.77216,0,589.54596,534.5685,1290.7839,636.0049,0,1311.1641,746.78687,0,543.0827,0,0,1231.6339,769.7104,1188.1625,889.7594,1095.269,0,691.28766,535.6505,619.2429,701.85614,0,0,854.4099,0,959.85876,0,773.97516,801.15985,0,891.17065,762.52924,580.9062,1027.9049,730.05,946.65674,1125.5463,1231.7296,683.1628,609.3838,732.798,731.5682,962.7192,0,1043.6809,1095.2462,814.12714,1046.1305,
16200,84.02260440011362,44.72405,,,,,,,,,,,0,766.2628,0,0,0,0,798.45667,0,696.01996,0,0,1387.0624,574.5345,0,0,664.97546,830.8372,0,1056.9131,653.13666,1030.0004,0,0,0,911.7244,0,754.71594,0,580.2831,576.5701,0,0,0,0,0,0,697.913,0,0,976.2703,0,524.38446,835.42566,735.0265,0,0,1433.6211,0,0,0,0,989.6813,0,0,0,0,0,
16786,84.0227007912548,45.56706,,,,,,,,,,,0,0,0,0,0,0,0,0,684.0765,0,0,1227.6548,0,0,1043.0144,0,865.7104,0,0,0,0,0,1278.3988,715.76465,715.8163,0,643.1278,497.37985,0,510.63092,0,0,0,0,0,0,0,0,0,810.8683,0,0,0,662.0837,842.57043,0,1257.76,0,455.15756,0,0,0,0,0,879.8343,716.26575,0,
9821,84.02279928500406,27.676924,,,,,,,,,,,0,0,1212.9686,0,905.1141,665.28345,0,627.8771,0,0,0,0,0,0,0,0,0,0,0,0,730.62866,0,0,712.0366,740.62866,0,0,0,599.288,0,0,0,0,0,0,0,0,0,0,0,842.2295,0,0,0,0,0,0,519.8071,0,0,0,834.4554,0,0,0,670.13434,1098.8477,
12429,84.02294727314147,32.100338,,,,,,,,,,,686.8931,1438.4586,2345.088,1385.0775,1433.0549,1826.9222,1077.7349,1490.0137,1225.88,1802.8911,2851.0996,3145.8186,3146.195,1323.6211,1964.7113,1381.3914,2200.9458,2054.3252,1628.3665,930.9971,2859.7476,1749.352,2426.1436,1911.8683,2604.8022,1208.7695,1497.1504,1580.5044,1738.7352,1940.2965,1201.3031,1187.811,1597.1163,2211.8464,2523.3574,1903.7185,1948.4086,2315.7368,2041.7035,1424.9856,1234.6573,2767.4597,2509.3096,2768.8547,1370.8885,3201.5334,3136.939,2064.6807,2941.7666,2135.1714,1770.5305,2479.642,1767.7542,4719.276,2637.7717,2138.2446,4129.8906,
6619,84.0230988963688,21.756874,,,,,,,,,,,0,0,0,0,0,0,0,629.3988,0,554.0386,0,0,1016.4135,820.1543,0,799.6744,1093.3645,0,0,0,0,0,873.7064,0,0,0,0,536.24744,0,0,0,0,0,0,0,0,871.25433,0,1067.9388,0,0,507.8676,986.1464,598.8035,0,0,767.09314,0,496.54398,0,655.20074,0,0,0,0,0,0,
11881,84.02310906377446,30.995892,,,,,,,,,,,0,3645.9756,2152.6362,1937.7253,4607.5337,8711.727,1273.9324,7081.05,2661.222,8799.936,11481.062,8411.231,10840.775,4562.017,4159.589,5379.808,7146.798,9858.872,4164.2583,1176.4459,6886.2456,6635.7754,6504.0894,8226.732,12163.633,2287.618,3470.9473,5454.797,6930.4087,7545.101,2586.0317,1466.0236,4818.4062,8608.657,10300.842,7280.4014,7254.806,11047.832,6386.1074,3794.051,2246.6858,9825.585,12650.178,9619.2705,4108.3843,11884.368,9307.667,8959.373,10455.706,8508.051,9172.744,8594.682,5383.2793,5219.578,6723.186,7012.2974,4456.25,
8734,84.02345442803534,26.26625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,479.21902,0,758.4439,0,0,0,0,0,0,0,0,0,0,0,688.9634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.62244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20367,84.02361109236749,49.5,,,,,,,,,,,0,738.2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.55115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.8392,0,0,0,0,0,0,0,0,0,0,0,0,0,
11157,84.02373347110863,29.303846,,,,,,,,,,,0,0,0,1334.1432,0,0,0,0,0,0,0,857.3011,0,0,1417.7571,0,0,0,1191.6875,0,1388.3632,0,978.98236,0,0,0,0,0,0,0,0,0,1123.3563,655.78394,0,0,0,642.49854,0,0,0,0,0,0,0,748.153,956.2334,0,0,812.14154,0,0,0,0,1226.8143,0,0,
2350,84.02407111159145,9.857894,,,,,,,,,,,0,0,0,1106.7192,795.7751,0,0,641.32983,0,0,0,837.82056,577.8679,0,0,0,0,0,1168.963,0,0,0,911.2213,0,700.42303,0,0,518.9052,0,0,0,0,832.0183,975.6355,0,0,0,948.51685,0,0,0,472.67407,690.9281,572.744,0,0,837.4276,0,496.30533,830.5613,631.85944,0,0,0,0,0,0,
6838,84.02407010217303,22.119072,,,,,,,,,,,0,770.9405,1392.5322,1099.3815,827.5126,778.7551,972.2324,694.7372,1067.3828,690.6355,459.68552,930.3272,690.3148,743.59955,1151.611,832.56683,858.59467,517.7784,1109.3201,809.4371,1194.2504,990.36743,952.4622,760.203,789.9088,820.7673,699.84406,869.47955,696.33734,593.98987,707.02026,974.32263,0,835.86694,1436.4407,1474.085,993.7996,668.36615,0,1017.2844,985.98694,797.7891,879.4972,863.15137,975.4047,870.8055,947.69666,695.8378,712.42236,727.5492,654.2844,886.81366,1687.0804,1225.9955,1138.4773,955.90027,1277.9836,
19866,84.02420396437391,49.003,,,,,,,,,,,0,0,0,0,0,808.27625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794.5332,0,0,559.1229,660.2972,644.2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16059,84.02427486522053,44.564625,,,,,,,,,,,0,955.2592,1963.827,1048.3524,1010.6424,1087.0353,0,1022.97614,938.5181,856.74695,740.4165,2198.3147,1609.3711,914.6149,1722.6119,961.59204,1591.2043,765.90094,1394.3524,769.237,1895.5505,1185.916,2113.341,1513.5168,1830.1484,889.38806,0,1003.02844,935.36285,891.2403,651.61096,974.8382,1009.0075,1301.0454,1626.3243,1578.8849,1201.7284,1158.9833,1382.2491,1321.5574,1144.7588,1124.3727,1869.6254,1422.0298,1370.8859,2005.542,2418.0627,965.62994,1200.97,1113.0078,899.3596,1671.7477,1415.7656,2743.453,1770.8868,1344.5535,2631.5728,
17513,84.02436429087702,46.56533,,,,,,,,,,,0,0,0,0,0,0,0,0,769.4439,0,0,1202.4413,0,0,0,0,0,0,0,0,0,855.0232,0,0,736.9967,0,0,552.71136,0,0,0,0,0,0,951.9559,0,846.91534,0,0,795.507,0,492.99118,723.1458,708.67993,0,796.07745,1143.1255,0,482.42792,0,0,0,0,0,784.6512,0,0,
10893,84.02443860814337,28.89524,,,,,,,,,,,0,0,0,0,765.9147,0,0,0,0,0,669.39325,0,616.7218,0,0,0,0,559.36743,1422.607,0,0,0,0,751.25366,880.8983,0,0,0,607.6764,649.86334,0,0,1366.9435,657.3998,0,0,0,861.7287,0,0,0,562.7473,738.2635,731.26117,0,809.3805,0,612.424,575.7208,1285.4615,593.82056,0,0,0,0,665.8611,0,
16652,84.02459063717079,45.376663,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1138.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.3184,0,780.0114,0,0,0,0,0,0,0,0,0,0,0,
17777,84.02468777883381,46.930576,,,,,,,,,,,0,0,969.8725,0,868.2743,874.0523,820.5855,631.7215,855.9578,628.35205,0,0,0,0,1285.083,815.5028,901.79114,0,1036.8568,0,963.19385,893.74536,0,924.0229,0,0,0,599.58154,656.87744,708.9134,582.6054,0,0,0,1038.4492,0,891.1138,675.96796,837.09216,939.847,0,503.6989,940.62897,748.66364,0,1045.8381,0,640.3282,505.7875,728.37103,635.9183,0,1068.435,1016.3684,988.23376,903.4132,0,
13323,84.02480938552493,34.24167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1106.6793,0,0,0,0,0,0,0,0,0,0,1068.9856,798.9238,786.57666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.9709,0,0,0,1068.4701,0,0,0,0,0,0,0,0,0,0,
1453,84.02500999764611,6.519545,,,,,,,,,,,0,0,0,950.63354,0,0,0,976.8464,0,0,0,0,0,0,0,0,0,540.73883,0,0,1023.3308,0,0,776.3717,844.0912,0,0,521.8055,0,0,596.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355.3776,0,0,0,0,734.8055,1355.4907,0,0,0,0,0,
14036,84.02521288843651,39.71,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936.76984,0,0,0,0,0,898.51685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.5747,0,0,
14165,84.02536304586317,40.198334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3199.891,0,0,0,0,0,2807.5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769.7036,0,0,
15438,84.02544347022514,43.53833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056.0314,0,0,0,0,0,1232.2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.2472,0,0,
8236,84.02550823376433,25.328999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,838.8303,0,0,0,0,0,0,0,0,0,663.17554,0,0,0,0,0,496.06375,0,0,0,0,0,0,0,0,0,0,0,0,0,524.3008,0,0,0,0,805.31744,0,0,0,0,0,0,0,0,0,0,
3140,84.02565365472286,12.659411,,,,,,,,,,,0,896.136,0,0,868.187,0,1349.138,608.7669,0,0,0,789.2628,594.10004,645.94507,0,0,1115.185,0,0,0,0,0,0,795.46387,695.9915,0,568.2739,0,0,534.356,0,1208.476,799.3096,0,0,0,0,0,1050.2125,0,0,0,0,0,0,777.7038,0,0,0,0,0,968.32495,0,0,0,0,0,
17467,84.02573175554984,46.509167,,,,,,,,,,,0,0,0,0,0,688.24646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.41125,0,0,0,0,0,550.6005,0,0,0,0,0,0,0,0,0,825.97644,0,451.7911,0,0,877.62604,0,0,0,0,0,0,0,0,0,0,0,0,
16357,84.02582540239885,44.94052,,,,,,,,,,,0,0,1090.8584,0,0,720.39557,861.4181,632.3449,786.07385,0,0,1302.4181,0,0,1436.6852,0,850.8536,0,0,718.34686,1260.7672,797.30664,1354.8813,823.5492,910.4662,759.0343,753.5188,698.0866,611.3416,0,0,0,0,0,955.11475,1135.544,711.96796,0,782.0634,1078.9271,912.1762,571.57794,864.8794,819.8807,896.29224,982.8604,1367.4769,550.4214,598.26086,0,0,949.1301,1061.6339,1051.3289,1182.9984,933.4583,1088.8564,
13899,84.02587754176147,39.210766,,,,,,,,,,,0,0,0,1419.6195,0,932.4387,0,731.981,0,626.0082,602.252,1394.8323,3499.8774,0,6840.189,0,2607.7188,834.7084,1940.5969,991.5378,8024.497,770.19415,1226.0892,1038.8712,1175.5227,1122.8646,0,1681.8794,774.6692,606.2664,0,874.17816,0,3286.6492,2151.3472,1902.5924,1076.0333,1351.661,2363.869,1588.9905,935.2308,2037.4933,1458.9382,2114.699,1014.98627,1837.7974,1522.7316,907.0647,1929.165,1199.4666,761.92615,1421.9346,1664.9579,931.2416,7502.0845,2153.6904,0,
16257,84.02596818601758,44.815,,,,,,,,,,,0,0,1052.6244,0,0,0,784.2128,578.85516,0,0,0,0,0,0,0,0,0,0,0,615.8503,0,0,0,0,0,667.71234,756.9127,555.254,0,561.63745,0,0,0,0,933.153,0,0,0,0,0,0,0,0,0,0,935.85846,1347.2756,543.3037,454.36154,667.57306,0,0,0,0,0,834.5034,1139.1252,
19403,84.02641375967481,48.54411,,,,,,,,,,,0,3838.9656,5275.2295,3347.1582,4356.5522,4068.6313,3952.6875,3414.703,2492.664,3633.7668,1327.443,5867.663,1686.6166,4382.3047,5752.3623,4466.7363,2526.994,2582.8545,3839.8503,3096.4385,4874.7725,2615.5256,5993.816,4110.1855,4180.441,3472.9434,3348.8271,3011.935,4842.8994,2979.6506,3082.8484,2419.8782,1955.104,2387.5051,2461.3904,2814.3113,2461.604,1670.3518,2380.267,5143.0576,4171.6577,3004.3054,3803.7144,4373.883,4348.969,3097.2554,6257.1646,4685.3647,2952.9238,1939.563,3284.5793,3158.6848,2714.935,5140.479,4637.704,5125.2173,5243.372,
8139,84.02947650097393,24.99762,,,,,,,,,,,0,0,0,0,0,0,0,635.2298,0,553.2514,503.48154,951.23895,0,673.74994,0,0,0,511.0095,0,0,0,668.94244,980.22363,0,742.2145,0,646.72736,596.37006,656.84766,679.02386,0,0,0,0,0,0,682.88654,0,0,0,0,690.00684,0,638.8879,0,0,1085.1383,648.8833,553.8307,0,573.0755,0,0,0,0,743.0258,0,
16866,84.0266222102375,45.67071,,,,,,,,,,,0,0,0,0,0,0,0,0,0,550.50146,0,0,0,0,0,0,827.6113,0,0,0,0,0,0,739.8421,0,0,0,0,0,0,0,0,0,0,0,0,0,579.1177,0,0,0,0,0,630.42365,0,0,0,0,0,0,0,0,0,1000.0402,0,0,1031.7662,
16707,84.0267523660567,45.443123,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.9696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.5492,0,0,0,0,0,0,0,0,0,875.8303,0,0,0,623.28375,0,754.72473,0,511.34064,0,0,0,0,0,0,822.38574,729.676,0,
19732,84.02682943523754,48.86616,,,,,,,,,,,0,831.56195,1073.7152,0,851.95294,0,854.06635,639.8833,841.9882,0,0,0,0,0,1209.2671,0,824.5538,498.81824,1083.237,732.4142,911.136,826.5178,1307.3148,826.14154,818.66364,0,0,0,0,0,658.53546,0,0,0,0,0,858.6136,0,0,0,889.14777,0,814.5109,833.64954,917.82184,866.6476,1280.1046,0,673.05853,720.68713,0,0,0,1141.715,895.3125,952.6512,1123.691,
15357,84.02702617649577,43.436066,,,,,,,,,,,0,0,0,0,0,725.22424,0,0,687.7957,597.9281,0,1375.5443,0,0,1360.5404,0,0,0,0,0,1397.2086,700.5943,1310.1112,909.70544,1000.74176,0,703.62537,657.2259,0,518.2893,0,0,0,0,0,0,831.78357,649.967,0,915.7244,0,503.11377,1076.5381,745.2847,750.8565,995.23834,1657.4668,612.6669,518.43805,680.4171,0,904.44,0,0,1311.7902,917.7748,0,
15460,84.02728480967303,43.590263,,,,,,,,,,,0,0,0,0,0,709.1085,0,570.98627,0,629.7434,458.45767,1093.5541,1018.5897,0,1076.5609,0,1112.4152,493.8199,0,0,0,814.21967,1092.7405,816.67505,950.2789,0,659.2092,759.17194,621.3658,529.7751,0,0,0,652.74927,971.91174,0,938.541,799.0294,969.846,805.42725,0,604.6623,1009.9163,632.6018,757.5936,1035.999,1214.0275,726.0046,507.09708,803.4436,624.3527,938.98364,0,1185.0853,0,822.745,1186.5178,
17636,84.02728506832761,46.76152,,,,,,,,,,,0,764.70123,948.9971,0,0,0,0,627.2262,795.5966,571.99774,0,0,0,684.0644,1150.6302,0,0,0,0,0,903.07587,889.4881,0,813.4397,915.76135,0,0,498.60413,614.3449,646.74896,0,0,902.7107,0,991.20593,1089.7719,823.3648,666.45636,818.1987,911.1347,799.36743,521.5332,742.71136,684.3462,0,982.5371,0,646.83264,497.5806,725.4956,0,974.34845,0,1040.4218,0,814.4469,1103.0676,
7936,84.02735349918346,24.447144,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,537.4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.40994,0,0,0,0,0,0,0,0,0,0,0,560.5031,0,569.2115,0,0,763.0647,515.17914,553.42206,0,0,0,0,0,0,0,0,
19922,84.02736913799153,49.054844,,,,,,,,,,,0,0,1001.1399,0,818.76886,0,786.48413,568.2403,718.1389,585.0938,0,1325.0588,0,698.2334,1114.895,0,0,0,0,679.32623,902.4374,742.8287,1258.3008,757.7185,0,768.1494,0,0,0,0,0,0,774.4064,0,0,0,695.8862,578.593,0,1044.6702,795.6129,0,788.5126,0,831.03204,838.67145,1193.9355,615.06537,557.78357,0,581.6584,893.1876,0,938.7411,835.66296,0,1094.2874,
16610,84.02747954609734,45.299,,,,,,,,,,,0,0,0,0,0,682.3616,0,0,696.94147,0,0,1202.0627,0,0,0,0,0,0,0,0,0,704.57306,1184.5891,690.43317,723.67505,0,680.54266,549.63257,0,502.96664,0,0,0,0,0,0,740.26904,0,0,886.35046,0,482.87317,683.8107,643.07324,789.0974,806.59924,1127.9451,0,0,0,0,0,0,0,0,723.66034,928.8882,
6739,84.02748961626524,21.960642,,,,,,,,,,,0,0,1080.6901,1181.3579,756.11115,0,1047.3436,568.8356,998.4211,586.3413,0,845.87775,890.9732,788.391,0,788.5917,1060.1726,0,0,724.30176,0,0,916.815,773.8532,790.4165,738.79114,0,0,0,0,692.8718,862.3952,0,685.9104,0,0,809.5783,575.5868,962.188,0,0,0,831.38446,589.6123,0,0,907.9814,0,463.3047,676.97906,581.81335,0,0,861.29553,0,657.22003,0,
18844,84.02750528820843,47.969997,,,,,,,,,,,0,0,0,0,0,0,0,572.0043,0,0,0,0,0,0,0,838.0608,904.9542,0,0,0,0,814.64594,0,0,0,0,0,578.93726,0,0,640.91144,0,917.6992,0,0,0,0,0,0,0,885.4819,0,0,0,0,0,0,0,0,701.8503,0,996.60443,0,0,0,0,1151.1409,
4897,84.02753981510703,18.383333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,634.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.3978,0,0,925.8879,
16444,84.029509693489,45.090343,,,,,,,,,,,0,721.0422,963.2733,0,0,0,0,0,742.94543,0,0,1226.3162,0,0,0,0,0,0,0,662.74695,978.1556,824.52924,1222.3969,706.0935,745.3691,671.1337,0,540.7872,0,558.53546,0,0,0,0,954.24646,0,840.695,0,0,925.51685,781.2079,514.06213,699.83527,695.8506,826.0304,876.0889,1241.391,0,495.10394,0,0,860.21246,0,1039.4377,916.1739,736.5518,1042.0795,
693,84.02786561237191,4.5666075,,,,,,,,,,,0,4411.457,1676.4695,4048.4294,4772.3247,2317.52,2560.247,3931.4163,883.1608,2596.197,1033.9022,1459.5796,5860.786,2831.2664,3377.6309,2701.3518,7359.146,1368.9314,4411.6987,1631.3589,2962.2913,821.6757,1259.324,2689.0125,2645.0132,1796.3289,1268.1072,1475.3733,1850.1667,1332.9965,1659.2634,5907.2197,3102.3145,3278.5776,2678.1582,3136.0476,879.5626,2982.8638,7090.6284,2211.3237,1316.6447,1289.032,1406.2465,1530.607,1329.2482,6235.838,1220.5616,1916.2361,1058.7103,3369.2954,2199.643,6272.533,3036.6833,1471.9575,2925.3137,1588.4763,1473.8817,
20051,84.02789736456653,49.1964,,,,,,,,,,,0,857.8339,933.8539,0,856.9892,879.07355,808.23895,719.0183,764.82513,667.5227,490.19516,1420.1167,772.4093,710.237,1188.1981,767.36975,882.7849,554.8055,1116.8157,653.1876,1191.0867,815.4165,1379.3953,893.02356,1026.5426,0,817.5074,651.46484,725.7104,729.59985,574.58386,0,802.05035,801.2285,955.4145,1027.6522,797.8987,712.51324,839.6312,1046.174,845.6348,688.78784,1009.102,923.6548,861.542,1294.4473,1374.0082,679.8826,757.86664,794.11475,698.33606,1047.2242,1066.5577,971.8388,1114.3828,858.14874,1006.1729,
