row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,53_Brote_24_ 8mg_2.mzXML Peak height,65_QC.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,21_QC.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,9_QC.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,10_QC.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,55_QC.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,44_QC.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,66_QC.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,5_Ext_blank.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,32_QC.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,
874,174.0119534662588,56.259445,,,,,,,,,,,2741.8022,0,2995.2354,1416.405,0,0,0,0,0,2175.4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.5192,0,1145.3203,0,0,0,0,700.3959,0,829.94574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.7467,0,
759,174.01989942100792,55.71857,,,,,,,,,,,15256.578,1752.0372,15698.465,2219.964,1844.1755,0,1935.9022,1489.4551,1227.7136,12726.842,1119.7855,853.965,1093.2583,1542.7499,2141.0735,1323.1301,1692.0929,1561.5835,608.2756,0,1530.5067,1085.8574,2304.974,1245.7662,1178.1154,2142.5176,2308.5566,0,2503.952,0,0,2563.952,0,1245.2059,800.1801,1278.1324,989.8048,1414.1691,0,1067.8081,1364.2393,1323.233,2061.9795,1509.7405,0,2204.0793,1015.0896,2191.252,1577.0886,1323.7407,1499.1069,1153.4609,1108.8431,1896.4812,909.09546,1974.6421,1729.6136,
645,174.0509288514559,55.628963,,,,,,,,,,,0,1145.7068,0,1290.7041,1534.491,1741.4374,1360.4868,1142.8685,1242.1549,0,915.5106,1304.7695,901.68225,1220.6626,1379.2726,1620.3364,1056.12,2537.6953,1158.7325,1991.5541,1161.7738,1169.4165,1525.611,2275.7656,2404.7654,1335.2864,0,1282.3586,0,1890.9232,0,0,2351.7764,807.9297,1288.133,1182.9762,1333.2439,1035.6633,1755.6139,2522.5938,1222.8901,1229.9026,1404.5385,1603.408,1533.3943,0,1484.2556,1980.563,2779.33,1268.782,1287.8278,783.3348,1733.7366,1445.9092,1898.8365,0,1741.6359,
163,174.0533060614184,54.317913,,,,,,,,,,,0,0,0,0,884.9127,1055.6606,0,0,0,0,0,561.3599,0,0,0,0,0,1398.171,0,1197.5802,0,0,0,1284.0526,1068.5535,0,0,1150.3063,0,909.0536,0,0,1351.1196,0,561.61426,0,0,0,885.52924,1367.9,1110.9277,0,0,0,857.7744,0,1338.2756,1150.5204,1494.0242,1120.6855,1208.4319,695.44885,1491.9673,0,1145.9712,0,1120.9598,
315,174.0592419805917,54.766697,,,,,,,,,,,0,1304.0817,0,1720.8755,1162.7502,1624.1641,1340.1141,1169.9478,1540.6718,0,946.98267,713.40375,903.21576,1412.2449,1327.5087,1383.9569,1517.659,1343.442,683.01404,1638.7705,1120.0844,1463.3275,1478.393,1244.565,1524.931,1346.6486,1708.2579,1996.8169,2068.068,1625.3112,0,2393.677,1658.2472,1206.5593,699.0454,1465.1592,1184.8909,1115.8519,1479.6055,1658.5603,2045.3665,1294.5365,1437.5184,1468.0565,1202.3896,2166.616,2156.111,1637.2909,1572.3446,2104.153,2165.9197,1146.7035,2432.978,1613.1085,1456.932,1391.6143,1484.8646,
740,175.0171479971464,55.714996,,,,,,,,,,,2694.4465,0,2939.086,0,0,0,0,0,0,2496.6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,175.0497898081184,54.76633,,,,,,,,,,,1039.2383,2842.4617,1100.4315,4053.5076,2814.8987,3732.3655,3204.265,2586.5005,3644.9856,988.2975,2193.6343,1657.2131,2205.695,3211.4849,3021.8545,3278.5364,3362.4617,3209.1313,1548.1631,3881.5908,2693.8286,3401.6895,3511.9775,3129.998,3634.7432,3263.592,3982.887,4738.176,5098.3784,3762.5815,0,5495.9214,4057.6646,2861.3914,1647.5168,3531.9424,2678.4346,2676.894,3558.7312,3937.11,4957.5537,3111.1987,3271.1184,3319.0254,2865.6082,5200.015,5195.418,3867.661,3788.3403,4892.374,5041.0615,2796.9539,6026.802,3483.6143,3652.8054,3154.6506,3545.845,
638,175.05514046350498,55.62877,,,,,,,,,,,0,1396.1396,0,1646.5587,1918.8225,2307.7195,1620.0647,1409.7914,1592.9686,0,1101.4473,1646.541,1113.5322,1664.3193,1705.2769,2034.5616,1267.7162,3166.7322,1518.6918,2480.6172,1480.0382,1556.9598,1827.1775,2912.0305,2818.7454,1680.9749,1612.934,1638.3177,1309.8147,2371.2942,0,1566.8293,2999.298,1081.5701,1609.4191,1462.2583,1680.6908,1417.7623,2193.2642,3172.3335,1620.916,1633.5679,1797.1023,2039.15,1912.5289,1385.4639,1953.9873,2537.2913,3304.7222,1605.2128,1666.1167,957.97546,2260.0056,1921.5334,2308.2825,1174.5342,2323.8728,
101,175.05640741204178,54.317078,,,,,,,,,,,0,951.34814,0,1040.2772,1200.813,1284.3442,1076.0461,812.88165,1072.0723,0,740.6273,645.9581,667.69666,898.6136,1035.7549,1042.6653,1142.8977,1703.3789,712.2733,1527.0635,820.20593,949.76825,1223.3583,1693.6104,1459.6107,1016.11115,1042.5656,1480.153,1309.6414,1272.2657,0,1552.6766,1692.5597,728.17786,681.94116,882.4439,896.9954,836.57764,1196.0259,1653.7358,1518.4397,845.0523,1120.134,1110.1962,1167.0857,1386.4495,1759.233,1471.1975,1996.1292,1444.1233,1494.0775,929.56165,1929.1418,1060.9517,1355.8928,1089.5482,1466.4923,
103,176.03331276480853,54.31712,,,,,,,,,,,0,568.0196,0,543.82477,589.67535,675.763,604.05786,440.6744,552.6159,0,0,0,0,567.9405,565.62146,535.21674,618.29,856.2079,0,725.84143,454.2177,490.58417,650.86725,785.6816,685.89996,567.9686,637.3233,671.32526,615.8735,668.6025,0,710.87286,803.90845,0,0,500.6783,499.46713,540.3635,564.7973,821.32855,724.48773,493.00882,558.02515,577.4292,634.2589,665.48413,809.29224,794.8107,911.40765,785.3753,742.5178,492.43542,830.7372,569.9202,729.5407,552.3985,685.9317,
286,176.04145188030958,54.766293,,,,,,,,,,,0,1349.2305,0,1917.9258,1409.037,1853.0645,1550.3341,1339.8134,1850.2593,0,1066.9692,0,1022.68256,1620.1066,1577.082,1591.2266,1689.9484,1670.2017,0,1906.1566,1375.1857,1704.4103,1662.1915,1505.0801,1762.3115,1691.3357,1954.4989,2099.8381,2453.0735,1776.6188,0,2696.407,1840.1648,1379.0654,0,1727.1595,1324.6398,1298.474,1726.1713,1968.6407,2309.6472,1437.6558,1648.3462,1695.9922,1351.866,2417.1301,2408.887,1935.7185,1829.3213,2360.8215,2403.261,1330.3538,2848.5605,1808.0115,1672.7483,1576.3577,1731.7999,
559,176.04195249464567,55.627995,,,,,,,,,,,0,711.12256,0,830.54596,893.57794,1068.4001,819.41486,746.1576,753.9621,0,514.15,0,597.82574,816.3135,737.42957,955.22064,720.49036,1380.6868,0,1195.3475,747.26874,684.37134,936.8372,1260.2762,1238.4763,838.73126,900.09283,775.1118,695.4786,1078.984,0,804.63354,1321.8381,584.1556,0,730.3276,767.9938,769.14087,1061.3776,1524.0187,778.3789,808.56586,865.9971,1011.51324,926.7777,689.94604,906.7022,1076.5564,1562.8555,805.9248,839.24945,513.7097,1030.03,892.28046,1169.8837,602.56,1048.663,
812,176.99279952233454,56.212498,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968.7487,0,0,0,0,0,0,0,0,0,6635.8594,0,0,5401.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,7541.602,0,0,0,0,0,0,0,0,0,0,0,
270,177.0112302727298,54.766064,,,,,,,,,,,1646.7689,2824.8591,1764.2573,3382.599,2749.8455,3441.8496,3184.7773,2760.9124,3376.0996,1513.7294,2067.6016,2406.7134,2105.7046,2955.619,2906.5383,2877.605,3114.6414,3007.8513,2190.0752,3497.603,2843.1716,3070.3162,3251.616,2715.6255,3444.915,3140.1458,3531.758,3973.6646,5060.2744,3325.509,0,5524.494,3691.9294,2406.778,2255.1592,3247.9275,2406.5107,2766.927,3404.9702,3841.883,4205.239,2908.654,3177.0354,3035.5798,2679.9275,4986.8857,4451.4487,3443.9712,3375.7463,4048.8052,4290.428,2359.9036,5073.6216,3482.7563,3416.9238,2902.299,3084.7717,
63,177.01182242855825,54.31636,,,,,,,,,,,0,1676.4384,0,1708.894,1842.119,1910.4148,1802.4609,0,1650.4025,0,1183.712,0,1125.898,1608.9254,1764.9382,1705.2513,1841.7358,2348.0938,0,2268.457,0,1524.0919,1838.7107,2143.2283,2126.5903,1869.6489,1825.5564,2089.6917,0,2019.9421,0,0,2391.4312,1195.6803,0,1579.4495,1372.1942,0,1888.39,2397.846,2328.137,1448.0177,1805.1216,1843.8046,1705.9836,0,2368.4573,2349.8816,2613.2188,2296.401,2263.6038,1477.3314,2724.536,1716.1042,2180.601,1774.0448,2218.0017,
590,177.0189455196954,55.6282,,,,,,,,,,,1572.1183,2387.3088,1462.6057,2302.5117,2660.0435,3147.7039,2577.0164,2440.3403,2354.426,1411.1095,1771.6665,2793.8875,1679.0464,2524.5188,2582.5486,2829.8467,2048.9666,4148.2134,2773.3142,3460.4949,2485.9333,2281.027,2601.1543,3619.5227,3713.8923,2714.0222,2404.1768,2552.4783,3322.597,3251.9683,0,3279.0432,4202.488,1644.7532,2842.947,2295.0457,2193.5525,2503.5398,3185.9827,4327.6616,2507.4482,2392.9875,2650.953,2745.6895,2746.9038,3304.8425,2821.7957,3480.43,4518.054,2502.529,2446.0444,1511.1477,3387.212,2771.8901,3293.9167,1842.3,3142.9458,
70,178.04062145204858,54.31652,,,,,,,,,,,587.9359,1557.4531,545.03204,1626.1906,1969.0115,2025.5332,1838.7522,1249.6594,1557.6035,511.26184,1239.6626,1141.4171,1173.6718,1543.8804,1600.0758,1757.2289,1941.5486,2867.1223,1071.1052,2613.295,1355.2928,1520.8624,1949.2612,2727.8398,2519.4446,1724.7333,1667.6552,2447.8286,2164.1667,2017.4845,0,2437.029,2825.2803,1145.5315,1111.1788,1505.1124,1489.7078,1277.134,1983.7935,2808.977,2507.106,1445.2778,1927.7477,1712.2412,1958.9552,2281.8242,3005.3574,2520.885,3240.1877,2371.1206,2588.0527,1522.3772,3326.8662,1754.1334,2367.9065,1792.747,2432.1226,
264,178.04227383809277,54.765903,,,,,,,,,,,546.069,870.97485,496.98135,1128.8597,874.6992,1148.4707,973.17523,863.61066,1171.9121,459.85876,747.4616,700.8467,663.2069,1003.67865,949.63745,1018.41486,1001.59985,0,639.26154,1194.368,867.7604,1020.8944,1073.7339,943.1236,1097.4707,1035.1915,1164.5934,1339.2236,1620.9294,1164.5305,0,1632.0752,1218.508,795.1929,610.08826,1050.8032,806.92285,925.763,1157.0409,1211.0898,1468.3655,952.8356,1039.7574,1028.5502,852.0229,1553.1036,1506.2971,1130.8728,1120.7836,1393.1991,1388.118,852.81726,1723.8075,1045.2498,1008.96173,977.5953,1072.8693,
573,178.04590610296614,55.628113,,,,,,,,,,,1104.6924,2609.4954,1207.2168,2710.34,3458.4092,4035.6973,2957.9888,2557.6318,2827.7104,988.16016,2031.5198,2876.522,1981.4021,2758.7766,2886.3594,3485.9092,2153.1763,5808.592,2654.6885,4345.412,2633.9258,2507.4187,3212.939,5197.912,5220.175,3151.61,2741.001,2927.4802,2536.7356,4121.423,0,2755.8977,5554.834,1911.2213,2771.9731,2541.3325,2791.8513,2485.3213,3814.7476,5773.212,2706.404,2770.1565,3217.191,3639.4197,3392.8223,2451.6162,3439.442,4202.811,6167.132,2798.1438,2923.3777,1695.1324,3854.3938,3047.205,4075.3174,1910.971,4022.254,
357,179.00603885383376,54.76722,,,,,,,,,,,0,662.6456,0,722.7597,593.25433,704.6453,624.18207,614.3491,730.3936,0,0,0,0,690.16473,683.3789,643.76953,623.6924,0,0,739.0873,611.94086,658.9768,638.44916,587.5969,0,693.2321,755.78784,646.001,828.069,784.1952,0,875.1893,692.373,0,547.4139,609.3632,533.92645,636.3037,730.4047,729.6123,805.02515,578.26807,684.89276,671.94476,587.2292,796.04346,739.0781,702.26086,701.1739,864.5665,709.0755,0,881.9703,685.1422,692.3429,686.15985,703.7303,
73,179.01295929050633,54.31663,,,,,,,,,,,0,812.34326,0,894.02124,932.24976,943.7633,901.8464,765.9052,843.4299,0,0,718.7623,0,810.41156,888.13434,915.593,968.03955,1236.2874,658.14844,1197.7411,790.236,797.74567,927.09937,1172.592,1144.5028,939.8261,932.3988,1138.5665,1067.5815,1013.8614,0,1139.6888,1172.7499,0,672.0294,768.5829,735.97253,769.3423,1010.0784,1205.5714,1213.3092,806.7927,914.6365,936.5966,908.70544,1072.8317,1189.3442,1125.6211,1326.3073,1171.9421,1099.3152,0,1361.0491,868.10364,1137.5685,946.53973,1088.0703,
662,179.02192638566171,55.62938,,,,,,,,,,,0,1051.3429,0,1083.3949,1222.2458,1468.1514,1178.4299,979.441,1139.7859,0,0,1114.5139,0,1111.0137,1144.5273,1300.4806,926.4747,1917.8231,1067.2883,1649.6797,1105.1722,1068.3684,1186.0765,1824.1539,1733.9474,1147.457,1078.1183,1117.2168,971.93787,1578.5071,0,1074.0847,1847.6421,0,1155.2952,1063.9386,1131.1052,995.7777,1557.4929,2010.6865,1177.9507,1101.849,1229.0674,1493.4358,1250.0709,1033.0255,1328.5221,1586.5626,2249.5535,1092.2305,1218.7555,0,1496.5983,1323.0736,1580.289,901.45404,1560.0908,
686,183.01360257513147,55.630005,,,,,,,,,,,0,0,0,0,0,476.74664,0,0,419.96176,0,0,0,0,0,0,448.7656,0,616.11865,0,529.1994,0,0,473.1216,558.8787,530.95917,0,0,0,0,506.0974,0,412.74435,600.2779,0,0,0,0,0,460.80646,691.91174,416.0245,0,417.4472,446.81857,404.5165,0,416.42957,525.38574,669.26086,0,0,0,472.35403,404.16803,487.86597,0,548.4802,
349,183.01715070214803,54.76709,,,,,,,,,,,0,965.8395,0,1309.3145,960.0602,1284.8876,1060.862,965.73096,1240.9863,0,0,0,0,1137.3743,1155.7349,1121.967,1239.644,1130.7039,0,1326.9677,916.6126,1140.189,1220.0372,1059.053,1250.623,1159.256,1343.0795,1553.1108,1692.5159,1290.1461,0,1821.7892,1394.4688,985.21643,0,1173.5424,949.24976,922.15497,1220.7477,1406.8716,1661.7202,1016.7823,1103.1416,1194.2811,985.4246,1687.3203,1645.564,1304.2838,1339.8748,1609.0396,1727.5067,949.6868,2046.6594,1262.0219,1248.8997,1055.7251,1194.3246,
432,184.05633910844887,54.777504,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.6028,0,0,0,0,0,0,0,0,0,0,0,0,0,867.62897,0,0,0,0,795.4028,0,1003.90485,0,0,0,0,
593,185.04286643264865,55.6282,,,,,,,,,,,958.5142,2030.4812,963.78784,2317.0857,2727.7754,3151.6614,2479.7947,2148.9463,2262.9448,1006.28345,1705.2537,2385.0964,1594.221,2330.248,2321.8813,2874.144,1857.3887,4538.1616,2271.621,3617.936,2150.8264,2068.749,2703.4631,4237.5425,3961.5156,2434.5042,2383.0017,2521.1802,2472.7656,3295.3088,0,2548.3657,4458.6074,1561.4567,2593.2766,1962.5126,2256.4888,2164.0251,3263.0803,4696.781,2300.796,2321.2188,2562.9246,2898.3533,2812.757,2421.378,2888.7485,3509.8945,5010.696,2264.0674,2250.4724,1469.152,3200.4524,2459.201,3357.6926,1599.0236,3225.758,
69,185.04443369942413,54.316513,,,,,,,,,,,0,1306.9856,0,1441.1884,1798.1621,1852.6826,1621.1196,1036.969,1530.9731,0,1011.93726,905.6695,1010.8859,1376.0409,1408.8379,1573.1713,1764.6349,2483.134,942.38574,2212.2332,1225.7843,1333.2439,1719.2733,2374.5898,1977.036,1412.4841,1510.9977,2227.478,2082.1301,1737.6573,0,2174.6826,2525.1526,1042.497,964.81006,1285.8539,1367.9833,1176.95,1774.0004,2361.5952,2058.1177,1305.8748,1523.4547,1536.6306,1704.4259,1992.9735,2618.796,2157.3635,2981.5037,2047.6512,2029.9581,1413.6482,2846.515,1457.0602,2036.3063,1529.9683,1979.9938,
296,185.04462325061618,54.76651,,,,,,,,,,,1447.6809,3409.899,1323.6339,4843.04,3351.4578,4488.1567,4027.0193,3231.5295,4499.282,1235.3289,2693.67,2248.702,2624.6816,4035.0435,3654.6213,3920.6055,4099.2397,4074.4255,2020.4417,4622.871,3366.4753,4014.406,4064.238,3775.2847,4357.718,3902.8628,4738.034,5497.6523,6375.333,4631.761,0,6881.056,5023.968,3346.9534,2184.544,4067.5784,3271.7136,3321.0444,4583.2725,4887.5186,5836.873,3660.4155,4061.2703,3825.427,3476.7317,6366.394,6332.383,4562.034,4597.875,5658.5176,6095.846,3236.194,7188.2666,4271.0093,4321.919,3735.7104,4172.2476,
550,186.04858106627634,55.627914,,,,,,,,,,,0,894.9634,0,967.7293,1251.3115,1404.5054,1132.6388,873.748,994.575,0,765.51587,1107.2377,728.34357,1001.8846,1055.8264,1277.3485,881.6813,2057.029,977.595,1543.9487,989.82086,886.1929,1141.2776,1755.0452,1794.6626,1027.5443,981.6077,1162.8921,1230.5518,1424.7058,0,1199.6312,1913.7156,660.19775,1088.6823,974.70905,983.09155,1017.5982,1424.0804,2033.3466,1049.964,1064.5233,1115.2441,1274.3655,1197.9016,1271.17,1273.0117,1558.2546,2116.7283,1054.4034,1029.475,704.8267,1509.5295,1102.459,1526.6558,654.73944,1417.851,
54,186.05046594700357,54.316036,,,,,,,,,,,0,592.6669,0,611.41223,752.8447,825.97845,691.14026,489.69073,662.24744,0,482.54626,425.9405,412.99377,577.016,672.41876,685.9026,741.04675,1030.032,449.5822,908.09576,538.0108,572.28345,768.7028,1029.1667,869.203,605.85614,620.7656,961.76855,773.4204,708.29456,0,948.9637,1101.9944,408.59824,413.03137,529.4766,610.78754,500.898,769.56586,1022.9902,947.9431,573.0925,651.61456,693.49036,712.43933,896.27264,1115.2063,989.4825,1258.5233,937.5737,1006.84406,605.7591,1212.4161,655.2151,890.85516,678.9134,902.8718,
280,186.05127506845676,54.76622,,,,,,,,,,,0,1254.4603,0,1717.3132,1237.9741,1634.8206,1418.3842,1166.9012,1718.3234,0,924.7028,796.59564,942.6891,1377.1033,1408.6969,1443.1638,1524.1206,1410.8071,811.82904,1570.7528,1271.3376,1517.3488,1503.5312,1313.3762,1534.2971,1375.1422,1624.7244,1919.9451,2470.9414,1717.5907,0,2625.016,1710.3593,1217.8278,895.764,1465.5223,1105.5577,1205.5051,1584.1771,1797.6594,2069.6472,1327.3848,1452.8839,1398.2301,1254.6583,2422.8015,2111.9685,1674.8993,1698.9827,2046.1311,2193.2017,1155.2024,2499.4753,1502.3854,1518.7924,1312.7074,1502.8369,
753,187.01575840125392,55.716663,,,,,,,,,,,3660.4453,0,3846.4058,0,0,0,0,0,0,3187.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
869,187.01608172255456,56.2575,,,,,,,,,,,1806.3495,0,1875.3171,0,0,0,0,0,0,1326.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,187.05262079588184,54.766422,,,,,,,,,,,1249.4991,2958.8267,1113.826,4118.9717,3115.1619,3908.8184,3396.8528,2760.3826,4043.9866,1020.48676,2333.5747,1638.6976,2224.9888,3471.2861,3215.992,3565.1765,3579.8123,3589.8582,1605.0522,4075.645,2694.0576,3695.5957,3682.103,3243.3782,3918.3271,3366.5388,4208.6343,4826.033,5382.1616,4115.7305,0,6077.688,4149.2964,3092.3442,1679.2634,3548.5884,2925.511,2731.6516,3833.0344,4192.6987,5119.7617,3176.83,3330.589,3537.057,3003.7185,5399.2803,5505.9976,4031.2559,4000.4602,5320.0854,5229.9976,2887.469,6688.503,3792.7202,3710.02,3276.3281,3641.1477,
76,187.05402524438736,54.316696,,,,,,,,,,,0,1063.7084,0,1266.8025,1440.6316,1577.9823,1346.1938,971.9624,1122.6871,0,958.9166,846.4773,875.695,1229.6195,1293.3433,1200.8461,1384.6051,2259.9062,714.90784,1929.5535,952.101,1141.9994,1496.3354,2091.9097,1789.3916,1221.7175,1214.288,1861.4596,1503.8317,1508.3292,0,1859.6028,2103.9438,888.3047,778.7261,1068.3978,1033.3076,948.88525,1550.2776,2101.26,1818.698,1119.2675,1328.5192,1302.5796,1460.1091,1750.0859,2158.0625,1894.3785,2445.8547,1805.6823,1859.2026,1124.7666,2459.6077,1237.8284,1862.5018,1347.0879,1767.5671,
585,187.05526845173503,55.628197,,,,,,,,,,,0,1774.105,0,1982.3259,2494.3494,3008.5857,2168.323,1850.4302,1972.1052,0,1429.2554,2012.8525,1338.4635,2007.0696,2095.3809,2481.6655,1585.4615,4126.405,1880.0444,3387.794,1907.8323,1801.1605,2311.533,3685.925,3630.8257,2155.923,1996.73,2122.9478,1810.2498,2920.7896,0,1937.8463,3937.513,1329.5231,1985.675,1737.3302,2041.8309,1796.3838,2819.1902,4122.268,1997.104,1951.17,2197.623,2531.805,2339.4255,1713.0624,2470.9045,3093.5776,4385.5723,2092.2104,2107.8738,1272.6577,2782.511,2234.9114,3044.3955,1449.1376,2893.156,
191,188.04408297938525,54.319195,,,,,,,,,,,0,0,0,0,453.1311,462.44687,0,0,0,0,0,0,0,0,0,0,423.95554,595.913,0,497.966,0,0,419.36383,630.44,539.6649,0,0,497.07944,435.38345,457.62537,0,517.3534,514.49133,0,0,0,0,0,433.42987,567.0912,514.7927,0,0,0,0,443.96732,576.21606,517.985,659.9238,536.65643,553.1288,0,681.3616,0,503.20825,0,550.60803,
661,188.04619005971819,55.629253,,,,,,,,,,,0,463.23276,0,553.82446,642.4446,790.34424,567.58484,0,524.21313,0,0,0,0,599.5603,0,649.13403,476.33606,1113.4629,0,841.6195,0,477.59857,638.09283,987.0497,1013.24615,597.914,543.7244,625.70874,499.55933,807.55835,0,521.3073,1044.6688,0,0,534.5783,603.2099,0,736.9807,1064.6166,581.3632,0,545.6535,694.4263,0,519.0572,701.27625,830.6185,1211.1752,534.8454,570.66296,0,759.4881,624.37134,812.9307,441.56686,749.1399,
393,188.0465594154307,54.767693,,,,,,,,,,,0,799.59467,0,1199.5406,918.0683,1091.4878,869.90356,0,1139.1771,0,0,0,0,989.4462,0,1011.2671,1082.0461,946.9356,0,1151.5881,0,1009.55804,1013.85516,915.2703,1090.2903,894.2811,1192.8921,1368.6512,1589.2338,1118.1866,0,1676.6057,1213.308,0,0,962.1765,829.9686,0,1074.9751,1205.9153,1497.0612,0,960.3171,907.05493,0,1514.7496,1529.0487,1112.174,1175.7084,1401.4436,1470.9127,830.6845,1832.2426,1068.678,1073.5862,916.2308,1000.06866,
92,189.03113950420817,54.316895,,,,,,,,,,,0,795.5871,0,851.8581,1001.5636,1154.964,881.12714,732.593,895.52405,0,670.44556,641.2746,611.0729,865.0389,918.6813,916.1246,1019.78326,1455.97,610.34814,1310.9879,790.1984,789.35046,1043.8597,1424.7224,1205.7179,851.05133,912.10986,1302.4155,1108.6696,1026.3367,0,1243.2928,1449.4734,659.4773,621.00586,749.99475,800.5789,789.99115,1128.0624,1416.9493,1291.7368,839.5342,938.25336,899.948,968.2321,1187.0343,1534.5619,1308.2766,1639.423,1259.7957,1308.3105,821.5835,1680.2354,891.3619,1300.8278,960.7104,1220.1547,
557,189.0385637726108,55.627956,,,,,,,,,,,637.01044,1169.15,0,1380.0144,1639.2203,1945.6653,1539.759,1291.2108,1326.0411,0,978.78394,1365.4423,1097.8143,1343.2001,1451.0232,1725.81,1166.3632,2616.5024,1265.3707,2232.1033,1305.5103,1263.558,1676.4031,2711.5679,2435.9856,1477.916,1434.9254,1429.7672,1270.3331,2026.353,0,1389.8931,2635.6753,975.78296,1405.8124,1295.578,1427.8866,1308.7251,1971.5482,2737.5413,1482.3269,1414.3809,1601.7081,1730.6433,1569.3331,1285.4763,1799.8147,2130.4592,3048.1714,1356.4524,1462.8206,837.3491,1903.592,1541.5714,2017.3867,972.2063,1946.4792,
317,189.04451109937756,54.76675,,,,,,,,,,,862.8124,1915.8787,0,2557.004,1992.052,2494.488,2094.2576,1718.3485,2428.411,0,1400.1798,1213.8182,1467.8911,2134.6733,1976.0948,2105.751,2215.4902,2158.5098,1024.0765,2543.8406,1777.27,2218.7666,2220.4607,2031.4681,2409.2043,2035.3809,2562.4602,3006.9443,3269.7644,2397.8372,0,3567.2183,2481.9187,1938.7892,1107.0575,2216.6714,1801.6852,1690.4557,2359.0012,2605.2354,3156.422,2042.608,2162.7124,2156.7087,1860.7793,3425.857,3483.6626,2481.9482,2438.983,3111.2092,3149.6382,1743.1245,3916.3643,2211.48,2261.3796,2018.8411,2234.3552,
845,189.9499969482422,56.225002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.61554,0,0,676.63745,0,0,0,0,0,0,0,0,0,0,0,0,0,745.8424,0,0,0,0,0,0,0,0,0,0,0,
