row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,31_Brote_22_3mg_3.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,9_QC.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,5_Ext_blank.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,66_QC.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,55_QC.mzXML Peak height,32_QC.mzXML Peak height,65_QC.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,10_QC.mzXML Peak height,21_QC.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,44_QC.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,
763,112.0243697073479,52.91,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.05914,496.97418,0,0,0,0,0,0,0,0,0,0,0,
1203,112.04172381010844,53.334484,,,,,,,,,,,669.80023,0,678.36615,528.1246,568.1419,905.949,533.812,803.8954,1084.797,719.64795,630.6764,0,829.13074,0,573.26544,0,0,0,804.2847,687.79407,617.6803,676.1955,991.04315,934.6466,739.3576,727.4583,1218.3707,1007.4067,866.2069,794.4129,0,752.4299,1029.5486,923.3194,585.0906,0,682.8055,538.2295,656.6002,919.4691,603.5381,798.541,621.01276,718.6208,704.0863,662.34784,990.64594,638.7561,1322.7123,927.39197,801.7859,738.96533,996.9693,1090.5568,770.69763,497.04413,1110.2115,
1004,112.04278750629878,53.115833,,,,,,,,,,,0,0,0,0,520.60675,720.676,0,0,0,598.949,0,0,0,0,0,0,0,0,624.94836,0,0,0,679.7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.3089,0,0,0,0,
546,112.04477108831907,52.511288,,,,,,,,,,,0,0,0,478.26022,534.9693,0,868.85944,989.1987,0,0,0,0,759.71497,0,0,0,541.7927,0,0,671.30176,0,561.7169,787.88885,0,901.2115,753.6401,1164.3485,1068.0045,986.526,746.83295,0,0,1244.1954,1245.6986,645.30273,0,650.9474,532.1569,585.4819,1159.9539,503.22784,728.02026,0,689.0566,0,0,1138.3762,696.1282,0,0,741.0265,0,1290.9,0,0,759.9219,1295.4034,
245,112.04888963918252,50.909702,,,,,,,,,,,0,0,0,0,0,0,0,0,981.0219,0,545.0353,0,0,0,501.98495,0,504.169,0,0,0,0,0,0,0,575.084,0,833.83325,0,684.82446,0,0,592.40533,0,0,492.94574,560.2409,679.0827,504.37888,0,712.4204,0,0,503.55573,0,0,0,0,536.9405,1045.5662,0,0,0,0,1083.4946,0,0,0,
1096,112.04955468185096,53.184998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.85846,0,0,0,0,541.4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,112.05076380225529,50.208332,,,,,,,,,,,0,0,0,0,0,0,0,0,974.4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.0787,0,0,0,0,878.3168,0,0,0,
732,112.05136067363854,52.829254,,,,,,,,,,,572.1164,0,578.88885,0,658.7597,0,635.6868,714.8539,0,659.4773,550.3305,0,0,645.9735,522.7826,649.49854,0,0,0,614.0226,499.28506,587.53613,0,726.3635,647.37396,673.00195,850.6584,815.9546,704.0837,0,0,0,849.8536,838.2968,459.50342,527.98987,0,504.33313,0,792.8235,484.53024,0,493.9235,0,581.21545,0,834.913,594.6169,0,0,587.10754,0,0,0,631.02386,579.09906,922.25305,
626,112.05389017828881,52.66375,,,,,,,,,,,0,0,571.8411,0,0,689.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.8536,0,0,0,0,448.29584,0,0,0,0,0,0,0,0,0,569.01636,0,0,0,817.2455,666.1399,0,0,0,694.65283,0,0,0,
4,112.05935722180999,49.64625,,,,,,,,,,,0,0,0,0,0,0,0,0,815.9467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.8872,0,0,508.1847,0,0,0,0,0,0,0,0,0,0,793.8947,0,0,0,
1481,112.0639719128712,53.54,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,740.23865,0,722.5077,0,0,0,0,0,0,0,683.9526,0,0,0,0,0,0,723.5152,597.2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,112.0645871544419,50.486,,,,,,,,,,,0,0,0,0,0,0,829.45966,0,0,0,0,0,0,0,0,0,501.96207,0,0,0,0,0,0,0,561.5155,0,0,0,737.66754,0,0,0,0,869.89343,0,0,0,0,0,729.1644,0,0,0,0,0,0,798.83655,0,0,0,0,0,927.60706,0,0,676.71985,900.4165,
70,112.07802605149531,50.056057,,,,,,,,,,,0,0,0,636.5557,0,0,703.11444,970.58386,826.4662,0,0,0,956.6401,1594.3583,0,1675.4816,682.3318,0,0,725.3684,0,0,853.13763,870.54236,876.91895,704.9098,992.5835,1001.39,852.3099,797.5495,1527.0076,867.76526,944.1844,1297.5989,618.1497,646.8804,721.1089,610.3688,0,756.1909,537.218,849.8768,0,824.2256,0,0,1285.1755,707.9216,866.42334,930.05426,770.2713,0,1039.9905,841.29486,0,742.4933,1006.30664,
298,112.07857910847132,51.247498,,,,,,,,,,,0,0,0,524.45636,0,0,0,0,0,0,0,0,0,1256.2285,0,1319.9398,519.5034,0,0,0,0,0,0,742.5936,0,0,0,0,0,0,1194.0824,673.42957,0,0,0,518.46124,660.4135,530.5672,0,0,509.59332,702.779,0,696.33276,0,0,0,0,0,708.4825,0,0,0,0,0,0,0,
500,112.08054622322547,52.398,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,875.0834,0,933.73944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.53876,601.94116,0,0,0,0,0,0,0,0,0,685.2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,113.04157340644437,51.163002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,508.47662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.1693,0,0,0,696.0935,0,0,0,0,589.7748,554.23474,0,0,
940,113.05194915813385,53.0375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.99606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.7264,531.48645,0,0,553.16315,0,0,
411,113.05826438228037,52.127502,,,,,,,,,,,524.9846,0,0,0,0,0,0,0,613.304,0,0,0,0,0,519.89374,0,0,0,0,0,0,0,0,0,0,467.88394,624.67084,0,469.54886,0,0,0,0,0,437.41257,0,0,0,0,0,0,0,499.2635,0,0,0,0,437.01242,0,0,0,0,0,607.3792,0,0,0,
1211,113.05879417046843,53.33906,,,,,,,,,,,0,0,0,0,0,553.2485,0,592.3972,0,521.81006,514.8529,0,509.84015,0,445.50015,0,0,0,0,0,0,483.1154,619.60706,0,0,0,589.26184,567.42725,0,0,0,0,0,0,0,0,0,0,443.39752,0,430.31384,0,0,0,501.2648,0,0,0,0,0,508.6708,494.84833,0,0,526.9238,0,0,
758,113.05907174312257,52.90333,,,,,,,,,,,425.8738,0,0,0,0,0,0,0,0,517.3308,0,0,491.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
970,113.063046107409,53.106876,,,,,,,,,,,0,0,0,0,437.20758,593.49164,0,0,0,511.57666,0,0,0,0,0,0,0,0,568.8454,490.15823,0,450.94965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.5953,0,0,0,423.32886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
592,113.06389607432202,52.643753,,,,,,,,,,,0,0,0,0,0,546.2069,0,0,0,0,0,0,0,0,0,0,0,0,548.3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.4253,0,0,0,0,613.5165,0,0,0,
30,113.06407598456354,49.655697,,,,,,,,,,,645.65607,0,540.68713,0,544.17523,0,434.36514,694.24713,1419.6633,535.98755,737.38605,0,506.29813,1005.3282,731.9199,1036.9418,499.5603,502.13895,569.2073,655.052,0,613.23114,652.6695,829.13763,612.9323,746.4014,890.8356,640.441,756.7715,0,855.6012,815.4034,0,959.2141,613.05,0,597.05164,450.626,611.07715,838.09937,0,0,767.42694,691.5515,729.168,0,934.20496,630.4021,1179.8693,823.55084,687.9251,546.5299,0,1408.0167,630.00555,483.44983,0,
682,113.06468505665146,52.82223,,,,,,,,,,,530.0461,0,470.62503,0,620.55054,570.1017,594.2115,743.7025,0,620.0912,508.65445,0,508.6316,0,437.53317,0,531.6002,0,515.8323,540.30695,0,524.3001,609.6731,0,708.8859,581.42957,760.6309,718.89343,655.256,525.50574,0,0,823.1517,844.86206,475.0814,0,598.1625,481.61688,450.86008,667.54333,0,0,516.4207,0,583.09515,0,790.459,560.3047,0,0,566.5678,520.45374,902.4773,0,604.58386,562.5724,861.5603,
216,113.06693357700985,50.49968,,,,,,,,,,,0,0,0,0,432.82578,0,712.8915,635.7751,606.9327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.542,0,0,555.0497,612.0033,0,0,0,0,842.1373,0,0,0,0,0,632.65283,0,0,0,0,0,0,642.2056,447.54233,696.23474,0,0,0,820.12585,631.3789,0,682.02386,862.459,
126,113.06865634049898,50.205,,,,,,,,,,,0,0,0,0,0,0,0,0,812.06274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.81464,0,0,0,0,800.7957,0,0,0,
544,113.0689221866841,52.495327,,,,,,,,,,,0,0,0,0,0,0,0,565.75385,0,0,0,0,542.29877,0,0,0,0,0,0,514.5662,0,0,594.0134,0,0,542.53546,612.64465,565.1203,464.20694,491.14548,0,0,0,728.53613,434.7653,0,0,0,0,0,0,0,0,0,0,0,695.04083,463.8372,0,0,510.33966,0,0,0,0,468.1726,0,
251,113.07254199476812,50.92312,,,,,,,,,,,0,0,0,0,0,0,0,0,594.4312,0,0,0,0,0,469.43314,0,0,0,0,0,0,0,0,730.68256,0,0,602.8617,0,449.31055,0,0,645.20886,767.9317,0,0,491.92056,591.1507,0,462.03336,479.80255,0,0,471.22623,0,0,0,0,0,0,753.816,0,0,0,602.86694,0,411.05197,800.44885,
1483,113.08303251200532,53.540993,,,,,,,,,,,0,0,467.31906,614.29486,0,0,0,0,0,0,621.0363,0,0,1500.5459,0,1482.3815,601.05786,478.48447,0,0,0,0,0,823.49133,0,0,0,0,0,0,1456.8225,733.93884,860.4469,0,0,550.73553,654.492,531.31384,0,0,512.4884,731.202,0,755.6401,0,0,0,0,0,875.18567,0,0,899.97284,0,0,0,863.5456,
476,113.08764893668094,52.39527,,,,,,,,,,,0,0,0,754.62897,0,0,0,0,0,0,513.9176,0,0,2698.6646,0,2700.3706,831.01404,477.91827,0,0,0,0,0,1095.0588,0,0,0,0,0,0,2568.6296,1024.0392,1152.6238,0,0,818.559,920.37036,741.89276,0,0,715.5541,1014.7515,0,1009.5348,0,0,0,0,0,1088.7783,0,0,1082.8663,0,0,0,1192.9441,
62,113.08853633973128,50.049477,,,,,,,,,,,0,0,0,1376.0804,0,0,486.91306,748.05426,624.8228,0,0,0,752.8267,6314.4443,0,6376.344,1883.7561,0,0,539.85846,0,0,669.1981,2220.4756,729.1056,543.64795,685.49884,732.90485,516.06146,646.62964,5611.4385,2248.4802,2203.617,927.2148,491.5041,1751.2825,1921.6113,1601.6534,0,583.4655,1218.3043,1919.744,0,2108.2456,0,0,945.80225,537.8908,710.06213,2303.4182,520.4135,0,2104.2969,637.33575,0,582.83167,2252.647,
294,113.09498438306369,51.24684,,,,,,,,,,,0,0,0,1002.57434,0,0,0,0,0,0,541.8957,0,0,4413.7065,0,4693.0264,1222.5021,444.9039,0,0,0,0,0,1522.8457,0,0,0,0,0,0,4028.4832,1527.5554,1691.0729,0,0,1169.1144,1329.1346,1156.1847,0,0,920.41223,1361.5652,0,1374.1641,0,0,0,0,0,1601.6986,0,0,1545.273,0,0,0,1610.4142,
33,114.03076314561292,49.659283,,,,,,,,,,,0,0,0,0,0,0,0,0,864.001,0,0,0,0,0,515.3671,0,0,0,0,0,0,0,0,0,0,0,0,0,529.46423,0,0,0,0,487.8434,0,0,0,0,0,608.0784,0,0,0,0,0,0,0,0,619.5139,0,0,0,0,815.98334,0,0,0,
289,114.04292645376647,51.246662,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,511.8176,0,528.6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.99118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,114.06807451635324,50.03,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,607.8941,0,594.4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.6777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1880,114.99290838365403,53.879997,,,,,,,,,,,0,879.74695,946.338,0,1140.5577,0,0,0,1220.6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.4868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1462,114.9934680572553,53.513332,,,,,,,,,,,0,0,0,0,1125.22,0,0,0,0,0,0,566.6796,0,0,0,0,0,824.88654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1664,114.99891721803064,53.702103,,,,,,,,,,,0,0,1112.5527,0,0,0,0,0,0,0,1201.6571,0,0,1490.0791,1126.829,0,1077.0059,837.1556,0,0,1112.5375,0,0,0,0,0,0,0,0,0,1272.9565,0,0,0,994.5969,0,0,1133.2667,1300.596,0,853.65186,0,0,1234.1873,1327.0333,1007.21906,0,0,0,1246.7202,0,0,1311.2311,1196.4672,0,0,1408.1409,
1995,114.99993792662815,53.961506,,,,,,,,,,,0,0,947.1834,0,0,1196.9768,0,0,0,0,0,0,1012.5819,1162.7349,0,0,0,870.286,1332.4426,0,1167.8718,1228.1589,0,0,1115.037,0,0,1317.3883,1123.3713,0,1142.1886,1191.2272,1237.2131,1276.6918,0,0,0,1135.7643,0,0,846.22003,1229.0219,0,0,0,0,1267.4417,0,0,1267.9127,0,0,0,0,0,0,0,
1355,115.00055966087633,53.46,,,,,,,,,,,1091.2299,0,974.09314,0,0,1550.3458,1119.5188,0,1197.3818,0,1038.5652,0,1110.443,0,0,1113.5276,1074.4666,0,1605.1609,0,1164.0732,0,0,0,0,1105.7006,1364.61,1290.1812,1178.2386,0,0,0,0,1419.6289,1060.9751,0,0,1118.3374,1473.7914,1270.0752,824.55505,1192.1498,0,1227.7957,1208.0771,1049.6381,1454.9415,0,0,0,1063.6567,1102.5322,1317.5992,0,0,0,0,
438,115.00280434922159,52.374287,,,,,,,,,,,0,0,0,0,0,1441.068,0,0,0,0,0,0,0,0,0,0,0,0,1634.3962,0,0,0,0,1408.8911,0,0,1288.4838,0,0,0,0,1312.833,0,0,0,0,0,0,1366.5995,0,0,0,0,0,0,0,0,0,0,1459.7653,0,0,0,0,0,0,0,
1741,115.0031848732329,53.755,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.9536,0,0,0,1118.1997,0,0,0,0,0,1078.2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1019,115.00549401755295,53.120003,,,,,,,,,,,0,0,0,816.23895,0,2785.141,0,0,0,0,0,0,1044.0004,0,0,0,0,0,2775.0396,1041.1272,0,0,0,1363.7538,0,1148.5472,0,1316.0686,0,1073.3684,0,1192.6031,0,0,0,0,0,0,1406.1216,0,0,0,0,0,0,0,1237.0974,0,0,1451.829,0,0,0,0,0,0,0,
780,115.00660091677797,52.912502,,,,,,,,,,,0,0,0,819.2517,0,0,0,0,0,0,0,0,0,0,0,0,1076.4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.3337,0,1113.8431,0,0,829.85,1241.9856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
725,115.00928136916967,52.826954,,,,,,,,,,,1132.5322,871.90454,0,0,1408.4949,0,1540.9271,1355.1075,0,1166.826,0,0,0,0,1133.0111,1105.3665,1150.2034,880.474,0,1061.1648,1184.3593,1311.7214,0,0,1256.0516,1279.029,1359.0775,1428.1298,1341.1294,0,0,0,1264.744,1674.0396,1022.3642,1113.3057,1196.7571,0,0,1484.3478,0,0,1041.5414,1285.5168,0,0,1569.9045,1399.0167,0,0,1052.7136,0,1472.6351,0,1330.9608,1349.3456,1541.2236,
190,115.03268377746389,50.487503,,,,,,,,,,,0,0,0,0,0,0,1680.7257,1270.5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255.8741,0,0,1334.6528,1328.7296,0,0,0,1253.2657,1827.7333,0,0,0,0,0,1408.8885,0,0,0,0,0,0,1567.7012,0,0,0,0,0,1522.6273,0,0,1462.1884,1588.3904,
265,116.01204575915351,51.15167,,,,,,,,,,,0,0,0,0,0,0,0,0,902.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.563,0,0,0,0,941.39264,0,0,0,
263,116.01279194516404,50.995,,,,,,,,,,,0,0,0,0,0,0,0,0,980.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253.9254,0,0,0,0,1001.92053,0,0,0,
930,116.01925352185242,53.03294,,,,,,,,,,,0,0,0,0,638.2697,0,0,0,0,884.21216,0,0,0,0,611.5881,0,0,0,0,0,613.9281,0,1013.3282,1007.41486,0,0,0,0,0,0,0,724.3684,0,0,586.78326,0,0,0,795.9709,0,0,0,650.983,783.9405,0,774.3612,0,0,0,918.0454,890.49854,909.0523,0,812.4799,811.7447,0,0,
785,116.01629160090769,52.913002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.0369,696.3109,588.95557,0,0,602.7437,0,0,790.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,
1977,116.01876250016561,53.960712,,,,,,,,,,,0,0,0,0,0,0,0,0,0,856.05396,0,0,833.52795,0,0,662.57996,0,0,0,0,0,0,0,0,0,0,0,0,0,1048.0925,0,0,1219.1373,0,0,0,0,557.7264,0,0,0,0,0,0,0,0,0,0,0,0,890.81464,0,0,0,0,0,0,
1286,116.02038657828726,53.408,,,,,,,,,,,0,0,0,540.4322,0,0,0,780.55054,0,0,0,0,877.8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.2288,0,0,0,0,0,0,0,0,0,0,0,0,708.18146,0,0,0,0,0,0,0,0,0,0,0,0,
1099,116.02178245735855,53.18545,,,,,,,,,,,0,0,0,0,650.71,0,0,0,0,840.87384,0,0,833.2743,740.7074,0,0,504.56458,0,1062.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813.5417,0,499.0608,711.4338,0,0,0,0,0,0,815.1697,0,0,0,0,0,0,874.62665,0,0,0,0,0,0,
1198,116.02179075948797,53.32617,,,,,,,,,,,0,0,918.70184,542.4338,0,0,0,0,771.5564,856.4129,0,0,0,727.6718,0,649.79114,0,0,0,0,612.6257,812.5982,0,959.5371,0,0,0,0,0,0,925.7032,0,0,0,580.9631,0,0,0,726.2661,0,0,0,0,0,705.84045,0,0,0,1092.5233,913.80225,0,0,1266.9108,0,819.89276,0,0,
1678,116.02203985657255,53.705006,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,694.3037,0,0,789.9552,0,765.96796,495.71298,0,0,0,0,0,0,0,0,0,0,0,0,0,845.7676,0,0,0,0,0,0,568.88525,0,0,0,0,0,0,710.9739,0,0,0,0,0,0,0,0,0,0,0,0,
1395,116.02367689684971,53.48239,,,,,,,,,,,0,0,1059.78,553.5495,638.45013,0,559.4776,0,0,0,0,0,0,901.9428,0,739.26056,517.6685,0,1162.0594,0,0,0,0,968.3694,0,0,1026.8274,0,0,0,1199.1691,727.41907,0,804.1805,0,0,698.26776,0,869.4214,663.3279,667.50476,971.11346,0,0,762.2864,786.73224,0,639.9317,0,0,0,0,1274.0549,0,0,0,1123.8954,
697,116.0237178540906,52.82405,,,,,,,,,,,764.21704,0,0,539.2256,782.41876,0,839.02747,904.1772,0,0,0,0,0,0,656.9104,0,563.9356,0,0,887.1536,644.169,885.9722,0,0,823.37756,835.8794,1012.3148,1088.1066,858.0098,0,0,732.0294,1235.5244,990.5665,634.78656,635.9258,753.3916,0,0,874.36615,0,0,652.6505,800.0569,712.1216,757.61,1001.09546,799.1968,0,0,0,0,1305.0635,0,818.01404,675.18176,1134.5599,
1041,116.02544763733279,53.131668,,,,,,,,,,,0,0,0,0,0,1428.393,0,0,0,0,0,0,0,0,0,0,0,0,1259.6708,0,0,0,0,0,0,0,0,994.3566,0,0,0,0,0,0,0,0,0,0,781.97906,0,618.6682,0,0,0,0,0,0,0,0,0,0,0,0,0,829.99774,0,0,
621,116.02916596719777,52.65429,,,,,,,,,,,0,0,0,0,0,0,0,810.59955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.75024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.0451,0,1048.2488,0,872.61035,0,0,800.6087,0,0,1167.6731,
188,116.03527712291172,50.48708,,,,,,,,,,,0,0,0,0,0,0,993.50836,835.62866,0,0,0,0,0,0,0,0,529.4338,0,0,0,0,0,0,0,814.7297,0,0,0,907.9575,0,0,0,0,1126.7385,0,533.69727,0,0,0,875.51587,0,0,0,0,0,0,1018.1373,662.85095,0,0,0,0,0,0,0,766.61395,1124.7198,
573,117.01042178063192,52.64154,,,,,,,,,,,0,0,0,1304.2926,0,0,1383.3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218.211,0,0,0,2399.5696,2395.7654,0,0,0,0,0,2155.2031,1588.0651,1412.4939,1801.3883,0,0,1867.0657,0,0,0,0,0,0,2289.2554,0,0,0,0,0,0,2479.384,0,1424.3809,0,
639,117.01123495204854,52.734997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.7358,0,0,0,0,0,0,0,0,2287.7502,1813.594,0,0,0,0,0,0,
1993,117.01132015157398,53.961426,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,590.7908,0,2235.559,0,2030.6332,0,1152.5911,0,0,0,0,0,0,0,0,2434.273,0,0,0,0,0,0,0,0,1487.6133,0,0,0,0,0,2365.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523,117.01221286076887,52.482994,,,,,,,,,,,0,0,0,0,0,0,0,2038.4645,0,0,0,0,1750.5973,0,0,0,0,0,0,0,0,0,0,0,1867.6957,0,0,0,0,1977.2743,0,0,3409.4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1655,117.01235613810114,53.700558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2184.5635,0,0,2697.402,0,2501.326,1459.3184,1094.8958,0,0,0,0,0,0,0,0,0,0,0,0,2392.7898,0,0,0,1564.4031,0,0,0,2043.3456,0,0,0,0,0,2446.625,0,0,0,0,0,0,0,0,0,0,0,0,
1393,117.0123716335209,53.481438,,,,,,,,,,,1844.8634,1143.8309,2065.1714,0,1753.9731,2611.669,1525.0565,0,0,0,2134.4243,0,0,2280.1843,1773.3312,1952.8379,1426.3861,1103.2367,2793.792,1674.0125,1827.2913,1920.1213,2235.8179,0,1866.6515,0,2465.0664,0,1950.4181,0,2378.5842,0,0,2358.9275,1612.167,1448.2455,1880.5815,1679.4227,2398.471,2019.3253,0,2366.4434,1701.9343,2178.4492,2616.7637,1562.0006,2341.2761,1811.699,0,0,0,0,3676.4292,0,1945.0082,0,3682.6855,
772,117.01281999548702,52.91176,,,,,,,,,,,0,0,1970.5753,1564.9519,0,0,0,0,0,1934.915,0,0,0,0,0,0,1981.3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760.953,0,1560.7853,1997.0801,2384.9888,2028.4845,0,0,1731.3723,2945.1282,0,2685.056,2323.5525,1531.8212,0,0,0,0,0,0,3909.842,0,2023.1245,0,4136.525,
1544,118.01327353440438,53.58667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.1239,0,0,571.628,0,0,0,0,0,0,0,0,0,0,
